,userId,sys,segId,Q,src,tgt,score,docId,whole_doc,start,end
128377,engrus0210,translator-B,21,TGT,eng,rus,58,rt.com.131224,False,1630407277.127,1630407364.822
128378,engrus0203,Online-Y,4,TGT,eng,rus,99,rt.com.131279,False,1630407764.275,1630407776.653
128379,engrus021f,Online-G,0,TGT,eng,rus,57,standard.co.uk.57768,False,1630407770.248,1630407778.579
128381,engrus0219,Facebook-AI,7,TGT,eng,rus,99,abcnews.420140,False,1630407757.027,1630407782.451
128382,engrus021f,Online-G,1,TGT,eng,rus,56,standard.co.uk.57768,False,1630407778.588,1630407782.195
128385,engrus0203,Online-Y,5,TGT,eng,rus,50,rt.com.131279,False,1630407776.658,1630407785.461
128386,engrus022f,Online-B,6,TGT,eng,rus,100,aj-english.22076,False,1630407756.488,1630407789.022
128388,engrus021f,Online-G,2,TGT,eng,rus,53,standard.co.uk.57768,False,1630407782.202,1630407789.099
128390,engrus022f,Online-B,7,TGT,eng,rus,100,aj-english.22076,False,1630407789.027,1630407792.142
128392,engrus0232,Facebook-AI,3,TGT,eng,rus,61,guardian.306602,False,1630407780.175,1630407793.031
128394,engrus0203,Online-Y,6,TGT,eng,rus,89,rt.com.131279,False,1630407785.469,1630407792.478
128395,engrus021f,Online-G,3,TGT,eng,rus,73,standard.co.uk.57768,False,1630407789.106,1630407794.715
128396,engrus022f,Online-B,8,TGT,eng,rus,100,aj-english.22076,False,1630407792.149,1630407796.861
128398,engrus0205,Online-A,1,TGT,eng,rus,50,novinite.com.40529,False,1630407752.091,1630407797.002
128400,engrus022f,Online-B,9,TGT,eng,rus,100,aj-english.22076,False,1630407796.866,1630407801.037
128402,engrus0203,Online-Y,7,TGT,eng,rus,76,rt.com.131279,False,1630407792.486,1630407800.06
128404,engrus021f,Online-G,4,TGT,eng,rus,65,standard.co.uk.57768,False,1630407794.723,1630407802.739
128406,engrus022f,Online-B,10,TGT,eng,rus,100,aj-english.22076,False,1630407801.042,1630407804.613
128409,engrus022f,Online-B,11,TGT,eng,rus,100,aj-english.22076,False,1630407804.618,1630407806.965
128410,engrus0232,Facebook-AI,4,TGT,eng,rus,72,guardian.306602,False,1630407793.068,1630407807.449
128412,engrus0203,Online-Y,8,TGT,eng,rus,99,rt.com.131279,False,1630407800.063,1630407806.756
128414,engrus021f,Online-G,5,TGT,eng,rus,77,standard.co.uk.57768,False,1630407802.745,1630407809.419
128415,engrus022f,Online-B,12,TGT,eng,rus,100,aj-english.22076,False,1630407806.97,1630407811.574
128416,engrus022f,Online-B,13,TGT,eng,rus,100,aj-english.22076,False,1630407811.578,1630407814.565
128417,engrus0203,Online-Y,9,TGT,eng,rus,99,rt.com.131279,False,1630407806.759,1630407813.156
128418,engrus021f,Online-G,6,TGT,eng,rus,79,standard.co.uk.57768,False,1630407809.426,1630407815.332
128419,engrus022f,Online-B,14,TGT,eng,rus,100,aj-english.22076,False,1630407814.569,1630407818.19
128421,engrus022f,Online-B,15,TGT,eng,rus,100,aj-english.22076,False,1630407818.196,1630407821.038
128422,engrus0219,Facebook-AI,9,TGT,eng,rus,61,abcnews.420140,False,1630407808.32,1630407822.108
128423,engrus0205,Online-A,2,TGT,eng,rus,100,novinite.com.40529,False,1630407797.018,1630407822.671
128424,engrus0219,Facebook-AI,8,TGT,eng,rus,99,abcnews.420140,False,1630407782.462,1630407823.307
128425,engrus0232,Facebook-AI,5,TGT,eng,rus,46,guardian.306602,False,1630407807.488,1630407823.721
128426,engrus0203,Online-Y,10,TGT,eng,rus,99,rt.com.131279,False,1630407813.162,1630407821.036
128427,engrus022f,Online-B,16,TGT,eng,rus,100,aj-english.22076,False,1630407821.042,1630407823.758
128428,engrus021f,Online-G,7,TGT,eng,rus,48,standard.co.uk.57768,False,1630407815.339,1630407822.658
128429,engrus022f,Online-B,17,TGT,eng,rus,100,aj-english.22076,False,1630407823.762,1630407826.853
128430,engrus022f,Online-B,18,TGT,eng,rus,99,aj-english.22076,False,1630407826.858,1630407830.11
128431,engrus021f,Online-G,8,TGT,eng,rus,78,standard.co.uk.57768,False,1630407822.664,1630407830.771
128432,engrus0204,Manifold,11,TGT,eng,rus,31,upi.228777,True,1630407818.335,1630407831.583
128433,engrus0219,Facebook-AI,10,TGT,eng,rus,100,abcnews.420140,False,1630407834.555,1630407838.276
128434,engrus0203,Online-Y,11,TGT,eng,rus,89,rt.com.131279,False,1630407821.041,1630407836.15
128435,engrus021f,Online-G,9,TGT,eng,rus,73,standard.co.uk.57768,False,1630407830.778,1630407839.346
128436,engrus0232,Facebook-AI,6,TGT,eng,rus,50,guardian.306602,False,1630407823.766,1630407841.921
128438,engrus0210,translator-B,22,TGT,eng,rus,6,rt.com.131224,False,1630407364.834,1630407436.562
128439,engrus0203,Online-Y,12,TGT,eng,rus,99,rt.com.131279,False,1630407836.162,1630407842.334
128440,engrus0203,Online-Y,13,TGT,eng,rus,75,rt.com.131279,True,1630407842.342,1630407844.949
128441,engrus0232,Facebook-AI,7,TGT,eng,rus,95,guardian.306602,False,1630407841.959,1630407847.974
128443,engrus0219,Facebook-AI,11,TGT,eng,rus,99,abcnews.420140,False,1630407838.283,1630407855.764
128444,engrus0205,Online-A,3,TGT,eng,rus,100,novinite.com.40529,False,1630407822.683,1630407855.847
128445,engrus0232,Facebook-AI,8,TGT,eng,rus,89,guardian.306602,False,1630407848.013,1630407858.071
128446,engrus0203,Facebook-AI,0,TGT,eng,rus,99,guardian.306625,False,1630407847.344,1630407855.389
128447,engrus0203,Facebook-AI,1,TGT,eng,rus,89,guardian.306625,False,1630407855.401,1630407858.916
128448,engrus021f,Online-G,12,TGT,eng,rus,56,standard.co.uk.57768,False,1630407853.983,1630407862.721
128449,engrus0219,Facebook-AI,12,TGT,eng,rus,99,abcnews.420140,False,1630407855.774,1630407865.876
128450,engrus0232,Facebook-AI,9,TGT,eng,rus,95,guardian.306602,False,1630407858.115,1630407866.869
128451,engrus0204,Facebook-AI,1,TGT,eng,rus,83,novinite.com.40529,False,1630407872.823,1630407883.715
128452,engrus0203,Facebook-AI,2,TGT,eng,rus,76,guardian.306625,False,1630407858.923,1630407866.252
128453,engrus021f,Online-G,13,TGT,eng,rus,59,standard.co.uk.57768,False,1630407862.727,1630407872.089
128454,engrus0203,Facebook-AI,3,TGT,eng,rus,100,guardian.306625,False,1630407866.257,1630407871.372
128455,engrus0232,Facebook-AI,10,TGT,eng,rus,95,guardian.306602,False,1630407866.9,1630407875.468
128456,engrus021f,Online-G,14,TGT,eng,rus,63,standard.co.uk.57768,True,1630407872.095,1630407875.971
128457,engrus0205,Online-A,4,TGT,eng,rus,100,novinite.com.40529,False,1630407855.86,1630407879.366
128458,engrus0203,Facebook-AI,4,TGT,eng,rus,99,guardian.306625,False,1630407871.38,1630407877.323
128459,engrus0203,Facebook-AI,5,TGT,eng,rus,100,guardian.306625,False,1630407877.329,1630407879.884
128461,engrus0203,Facebook-AI,6,TGT,eng,rus,100,guardian.306625,False,1630407879.889,1630407883.34
128462,engrus0232,Facebook-AI,11,TGT,eng,rus,79,guardian.306602,True,1630407875.493,1630407887.855
128463,engrus0203,Facebook-AI,7,TGT,eng,rus,99,guardian.306625,False,1630407883.348,1630407886.219
128464,engrus0203,Facebook-AI,8,TGT,eng,rus,100,guardian.306625,False,1630407886.227,1630407889.979
128465,engrus0203,Facebook-AI,9,TGT,eng,rus,99,guardian.306625,False,1630407889.986,1630407893.228
128467,engrus0204,Facebook-AI,2,TGT,eng,rus,24,novinite.com.40529,False,1630407883.721,1630407895.547
128468,engrus021f,Online-B,0,TGT,eng,rus,50,guardian.306625,False,1630407877.156,1630407895.937
128469,engrus0219,Facebook-AI,13,TGT,eng,rus,99,abcnews.420140,False,1630407890.683,1630407898.163
128470,engrus0203,Facebook-AI,10,TGT,eng,rus,99,guardian.306625,False,1630407893.237,1630407896.821
128471,engrus021f,Online-B,1,TGT,eng,rus,80,guardian.306625,False,1630407895.946,1630407898.665
128475,engrus0203,Facebook-AI,11,TGT,eng,rus,99,guardian.306625,False,1630407896.825,1630407903.556
128477,engrus0210,translator-B,23,TGT,eng,rus,60,rt.com.131224,False,1630407436.572,1630407501.841
128478,engrus021f,Online-B,4,TGT,eng,rus,73,guardian.306625,False,1630407906.104,1630407909.105
128480,engrus021f,Online-B,6,TGT,eng,rus,61,guardian.306625,False,1630407913.119,1630407925.225
128481,engrus0219,Facebook-AI,14,TGT,eng,rus,100,abcnews.420140,False,1630407898.173,1630407927.859
128483,engrus0204,Facebook-AI,4,TGT,eng,rus,85,novinite.com.40529,False,1630407917.093,1630407928.162
128485,engrus0204,Facebook-AI,3,TGT,eng,rus,25,novinite.com.40529,False,1630407895.553,1630407929.282
128486,engrus0210,translator-B,24,TGT,eng,rus,63,rt.com.131224,False,1630407501.851,1630407530.431
128487,engrus0205,Online-A,5,TGT,eng,rus,100,novinite.com.40529,False,1630407879.379,1630407940.407
128488,engrus022f,Online-B,19,TGT,eng,rus,100,aj-english.22076,True,1630407830.112,1630407942.3
128490,engrus0204,Facebook-AI,5,TGT,eng,rus,62,novinite.com.40529,False,1630407928.166,1630407944.786
128495,engrus0204,Facebook-AI,6,TGT,eng,rus,75,novinite.com.40529,False,1630407947.108,1630407954.162
128497,engrus021f,Online-B,12,TGT,eng,rus,62,guardian.306625,False,1630407953.04,1630407960.032
128498,engrus0203,Facebook-AI,12,TGT,eng,rus,99,guardian.306625,False,1630407903.562,1630407959.356
128499,engrus021f,Online-B,13,TGT,eng,rus,23,guardian.306625,False,1630407960.039,1630407963.313
128500,engrus0204,Facebook-AI,7,TGT,eng,rus,50,novinite.com.40529,False,1630407954.168,1630407964.802
128502,engrus0203,Facebook-AI,13,TGT,eng,rus,99,guardian.306625,False,1630407959.36,1630407963.093
128503,engrus020d,NiuTrans,8,TGT,eng,rus,79,rt.com.131263,False,1630321158.921,1630321536.993
128504,engrus0205,Online-A,6,TGT,eng,rus,100,novinite.com.40529,False,1630407940.418,1630407967.725
128505,engrus0203,Facebook-AI,14,TGT,eng,rus,99,guardian.306625,False,1630407963.098,1630407966.532
128507,engrus0219,Facebook-AI,15,TGT,eng,rus,75,abcnews.420140,False,1630407927.868,1630407970.051
128508,engrus0203,Facebook-AI,15,TGT,eng,rus,99,guardian.306625,False,1630407966.542,1630407972.373
128509,engrus0204,Facebook-AI,8,TGT,eng,rus,76,novinite.com.40529,False,1630407964.807,1630407975.522
128511,engrus021f,Online-B,16,TGT,eng,rus,34,guardian.306625,False,1630407976.262,1630407980.328
128512,engrus0232,translator-A,4,TGT,eng,rus,68,abcnews.420117,False,1630407960.711,1630407983.62
128514,engrus0203,Facebook-AI,16,TGT,eng,rus,90,guardian.306625,False,1630407972.378,1630407981.028
128516,engrus0203,Facebook-AI,17,TGT,eng,rus,99,guardian.306625,False,1630407981.034,1630407985.228
128517,engrus0204,Facebook-AI,9,TGT,eng,rus,74,novinite.com.40529,False,1630407975.528,1630407987.954
128519,engrus0210,translator-B,25,TGT,eng,rus,73,rt.com.131224,True,1630407530.436,1630407584.541
128521,engrus0205,Online-A,7,TGT,eng,rus,50,novinite.com.40529,False,1630407967.736,1630407993.366
128522,engrus020d,NiuTrans,9,TGT,eng,rus,65,rt.com.131263,False,1630321537.008,1630321565.563
128524,engrus0203,Facebook-AI,18,TGT,eng,rus,98,guardian.306625,False,1630407985.233,1630407993.268
128525,engrus0204,Facebook-AI,10,TGT,eng,rus,75,novinite.com.40529,False,1630407987.97,1630407997.21
128527,engrus020d,NiuTrans,10,TGT,eng,rus,81,rt.com.131263,False,1630321565.591,1630321570.681
128528,engrus0203,Facebook-AI,19,TGT,eng,rus,99,guardian.306625,False,1630407993.276,1630407997.356
128531,engrus0203,Facebook-AI,20,TGT,eng,rus,99,guardian.306625,False,1630407997.361,1630408006.588
128532,engrus0203,Facebook-AI,21,TGT,eng,rus,99,guardian.306625,False,1630408006.591,1630408009.228
128533,engrus0232,translator-A,7,TGT,eng,rus,80,abcnews.420117,False,1630408012.16,1630408014.192
128534,engrus0204,Facebook-AI,11,TGT,eng,rus,78,novinite.com.40529,False,1630407997.215,1630408014.674
128535,engrus0203,Facebook-AI,22,TGT,eng,rus,99,guardian.306625,False,1630408009.234,1630408014.181
128536,engrus0203,Facebook-AI,23,TGT,eng,rus,99,guardian.306625,False,1630408014.187,1630408017.509
128537,engrus0205,Online-A,8,TGT,eng,rus,99,novinite.com.40529,False,1630407993.376,1630408020.933
128539,engrus0203,Facebook-AI,24,TGT,eng,rus,99,guardian.306625,False,1630408017.514,1630408023.005
128540,engrus0204,Facebook-AI,12,TGT,eng,rus,85,novinite.com.40529,False,1630408014.679,1630408025.522
128543,engrus022f,Online-B,0,TGT,eng,rus,100,egyptindependent.com.6413,False,1630407944.88,1630408031.356
128544,engrus0203,Facebook-AI,25,TGT,eng,rus,99,guardian.306625,True,1630408023.008,1630408030.221
128545,engrus022f,Online-B,1,TGT,eng,rus,100,egyptindependent.com.6413,False,1630408031.363,1630408033.027
128547,engrus022f,Online-B,2,TGT,eng,rus,100,egyptindependent.com.6413,False,1630408033.031,1630408034.547
128548,engrus0204,Facebook-AI,13,TGT,eng,rus,53,novinite.com.40529,True,1630408025.525,1630408034.122
128549,engrus0219,Facebook-AI,16,TGT,eng,rus,50,abcnews.420140,False,1630407988.274,1630408035.076
128550,engrus022f,Online-B,3,TGT,eng,rus,100,egyptindependent.com.6413,False,1630408034.55,1630408036.179
128551,engrus022f,Online-B,4,TGT,eng,rus,100,egyptindependent.com.6413,False,1630408036.183,1630408037.155
128552,engrus021f,Online-B,25,TGT,eng,rus,25,guardian.306625,True,1630407996.788,1630408037.168
128553,engrus022f,Online-B,5,TGT,eng,rus,100,egyptindependent.com.6413,False,1630408037.158,1630408038.427
128555,engrus022f,Online-B,6,TGT,eng,rus,100,egyptindependent.com.6413,False,1630408038.43,1630408039.915
128556,engrus0205,Online-A,9,TGT,eng,rus,99,novinite.com.40529,False,1630408020.945,1630408040.35
128557,engrus022f,Online-B,7,TGT,eng,rus,100,egyptindependent.com.6413,False,1630408039.918,1630408041.019
128558,engrus0219,Facebook-AI,17,TGT,eng,rus,99,abcnews.420140,False,1630408035.083,1630408043.004
128560,engrus0203,Online-W,0,TGT,eng,rus,99,guardian.306602,False,1630408032.127,1630408041.532
128562,engrus0203,Online-W,1,TGT,eng,rus,99,guardian.306602,False,1630408041.539,1630408043.452
128563,engrus0204,Facebook-AI,0,TGT,eng,rus,89,seattle_times.253486,False,1630408039.74,1630408050.122
128564,engrus0203,Online-W,2,TGT,eng,rus,99,guardian.306602,False,1630408043.459,1630408048.756
128566,engrus0205,Online-A,10,TGT,eng,rus,99,novinite.com.40529,False,1630408040.36,1630408052.197
128567,engrus0232,translator-A,11,TGT,eng,rus,35,abcnews.420117,True,1630408039.059,1630408054.071
128568,engrus0203,Online-W,3,TGT,eng,rus,100,guardian.306602,False,1630408048.76,1630408055.692
128569,engrus022f,Online-B,8,TGT,eng,rus,100,egyptindependent.com.6413,True,1630408041.022,1630408058.979
128570,engrus0219,Facebook-AI,18,TGT,eng,rus,100,abcnews.420140,False,1630408058.043,1630408060.708
128571,engrus0204,Facebook-AI,1,TGT,eng,rus,65,seattle_times.253486,False,1630408050.131,1630408060.634
128573,engrus0203,Online-W,4,TGT,eng,rus,99,guardian.306602,False,1630408055.697,1630408059.308
128578,engrus021f,Online-Y,0,TGT,eng,rus,27,en.ndtv.com.75106,False,1630408048.989,1630408064.544
128581,engrus0204,Facebook-AI,2,TGT,eng,rus,81,seattle_times.253486,False,1630408060.64,1630408067.186
128583,engrus0203,Online-W,5,TGT,eng,rus,99,guardian.306602,False,1630408059.314,1630408066.092
128587,engrus0203,Online-W,6,TGT,eng,rus,99,guardian.306602,False,1630408066.097,1630408069.236
128589,engrus0204,Facebook-AI,3,TGT,eng,rus,90,seattle_times.253486,False,1630408067.191,1630408072.522
128593,engrus021f,Online-Y,1,TGT,eng,rus,53,en.ndtv.com.75106,False,1630408064.553,1630408072.727
128596,engrus0232,translator-B,0,TGT,eng,rus,91,abcnews.420117,False,1630408065.335,1630408076.108
128598,engrus0203,Online-W,7,TGT,eng,rus,99,guardian.306602,False,1630408069.242,1630408073.716
128601,engrus0203,Online-W,8,TGT,eng,rus,100,guardian.306602,False,1630408073.72,1630408078.564
128602,engrus0204,Facebook-AI,4,TGT,eng,rus,75,seattle_times.253486,False,1630408072.539,1630408081.026
128603,engrus021f,Online-Y,2,TGT,eng,rus,60,en.ndtv.com.75106,False,1630408072.736,1630408080.823
128604,engrus0205,Online-A,11,TGT,eng,rus,100,novinite.com.40529,False,1630408052.209,1630408082.333
128607,engrus021f,Online-Y,3,TGT,eng,rus,78,en.ndtv.com.75106,False,1630408080.829,1630408084.359
128609,engrus021f,Online-Y,4,TGT,eng,rus,80,en.ndtv.com.75106,False,1630408084.365,1630408087.255
128610,engrus0203,Online-W,9,TGT,eng,rus,99,guardian.306602,False,1630408078.572,1630408085.844
128613,engrus0232,translator-B,1,TGT,eng,rus,88,abcnews.420117,False,1630408086.809,1630408090.371
128614,engrus0204,Facebook-AI,5,TGT,eng,rus,81,seattle_times.253486,False,1630408081.032,1630408090.122
128616,engrus0203,Online-W,10,TGT,eng,rus,99,guardian.306602,False,1630408085.851,1630408089.141
128618,engrus022f,NiuTrans,0,TGT,eng,rus,100,en.ndtv.com.75164,False,1630408064.451,1630408095.947
128619,engrus022f,NiuTrans,1,TGT,eng,rus,100,en.ndtv.com.75164,False,1630408095.953,1630408097.002
128620,engrus0205,Online-A,12,TGT,eng,rus,50,novinite.com.40529,False,1630408082.344,1630408097.069
128621,engrus022f,NiuTrans,2,TGT,eng,rus,100,en.ndtv.com.75164,False,1630408097.006,1630408098.194
128623,engrus0232,translator-B,2,TGT,eng,rus,89,abcnews.420117,False,1630408090.417,1630408098.961
128624,engrus022f,NiuTrans,3,TGT,eng,rus,100,en.ndtv.com.75164,False,1630408098.197,1630408098.954
128625,engrus022f,NiuTrans,4,TGT,eng,rus,100,en.ndtv.com.75164,False,1630408098.957,1630408099.906
128626,engrus021f,Online-Y,6,TGT,eng,rus,44,en.ndtv.com.75106,False,1630408094.131,1630408099.703
128627,engrus0203,Online-W,11,TGT,eng,rus,100,guardian.306602,True,1630408089.149,1630408098.236
128628,engrus022f,NiuTrans,5,TGT,eng,rus,100,en.ndtv.com.75164,False,1630408099.909,1630408101.018
128629,engrus0204,Facebook-AI,6,TGT,eng,rus,65,seattle_times.253486,False,1630408090.127,1630408101.13
128630,engrus022f,NiuTrans,6,TGT,eng,rus,100,en.ndtv.com.75164,False,1630408101.021,1630408102.474
128631,engrus022f,NiuTrans,7,TGT,eng,rus,100,en.ndtv.com.75164,False,1630408102.477,1630408103.346
128632,engrus021f,Online-Y,7,TGT,eng,rus,80,en.ndtv.com.75106,False,1630408099.709,1630408102.815
128634,engrus021f,Online-Y,8,TGT,eng,rus,62,en.ndtv.com.75106,False,1630408102.821,1630408108.095
128635,engrus0204,Facebook-AI,7,TGT,eng,rus,86,seattle_times.253486,False,1630408101.135,1630408108.825
128637,engrus021f,Online-Y,9,TGT,eng,rus,59,en.ndtv.com.75106,False,1630408108.101,1630408111.999
128638,engrus0204,Facebook-AI,8,TGT,eng,rus,89,seattle_times.253486,False,1630408108.83,1630408113.162
128640,engrus021f,Online-Y,10,TGT,eng,rus,83,en.ndtv.com.75106,False,1630408112.008,1630408115.279
128641,engrus0232,translator-B,3,TGT,eng,rus,93,abcnews.420117,False,1630408099.005,1630408116.545
128642,engrus0205,Online-A,13,TGT,eng,rus,75,novinite.com.40529,True,1630408097.075,1630408118.773
128643,engrus021f,Online-Y,11,TGT,eng,rus,68,en.ndtv.com.75106,False,1630408115.284,1630408121.262
128645,engrus0210,translator-B,0,TGT,eng,rus,86,rt.com.131224,False,1630407588.374,1630407717.226
128647,engrus0204,Facebook-AI,9,TGT,eng,rus,76,seattle_times.253486,True,1630408113.166,1630408125.209
128648,engrus021f,Online-Y,12,TGT,eng,rus,69,en.ndtv.com.75106,False,1630408121.269,1630408126.806
128650,engrus021f,Online-Y,13,TGT,eng,rus,81,en.ndtv.com.75106,False,1630408126.814,1630408129.526
128651,engrus0232,translator-B,4,TGT,eng,rus,77,abcnews.420117,False,1630408116.589,1630408132.401
128654,engrus021f,Online-Y,15,TGT,eng,rus,55,en.ndtv.com.75106,False,1630408134.018,1630408136.558
128655,engrus0232,translator-B,5,TGT,eng,rus,92,abcnews.420117,False,1630408132.442,1630408138.604
128656,engrus021f,Online-Y,16,TGT,eng,rus,35,en.ndtv.com.75106,False,1630408136.563,1630408140.63
128658,engrus021f,Online-Y,17,TGT,eng,rus,78,en.ndtv.com.75106,False,1630408140.636,1630408143.566
128660,engrus0232,translator-B,6,TGT,eng,rus,96,abcnews.420117,False,1630408138.645,1630408146.688
128661,engrus021f,Online-Y,18,TGT,eng,rus,52,en.ndtv.com.75106,False,1630408143.575,1630408145.758
128664,engrus021f,Online-Y,19,TGT,eng,rus,79,en.ndtv.com.75106,False,1630408145.763,1630408147.87
128665,engrus0232,translator-B,7,TGT,eng,rus,94,abcnews.420117,False,1630408146.73,1630408150.57
128666,engrus021f,Online-Y,20,TGT,eng,rus,30,en.ndtv.com.75106,False,1630408147.877,1630408150.678
128667,engrus022f,NiuTrans,8,TGT,eng,rus,100,en.ndtv.com.75164,True,1630408103.349,1630408153.562
128669,engrus0232,translator-B,8,TGT,eng,rus,88,abcnews.420117,False,1630408150.609,1630408158.218
128671,engrus0203,Facebook-AI,2,TGT,eng,rus,99,guardian.306625,False,1630408151.067,1630408156.085
128672,engrus0219,Facebook-AI,19,TGT,eng,rus,99,abcnews.420140,False,1630408060.714,1630408161.707
128674,engrus0232,translator-B,9,TGT,eng,rus,95,abcnews.420117,False,1630408158.259,1630408163.593
128676,engrus0203,Facebook-AI,25,TGT,eng,rus,50,guardian.306625,True,1630408156.089,1630408164.82
128678,engrus0232,translator-B,10,TGT,eng,rus,96,abcnews.420117,False,1630408163.632,1630408170.161
128680,engrus0203,Online-Y,0,TGT,eng,rus,50,rt.com.131279,False,1630408166.569,1630408171.964
128682,engrus0204,translator-A,0,TGT,eng,rus,50,foxnews.106537,False,1630408154.362,1630408179.802
128683,engrus0203,Online-Y,1,TGT,eng,rus,39,rt.com.131279,False,1630408171.968,1630408177.725
128684,engrus0232,translator-B,11,TGT,eng,rus,88,abcnews.420117,True,1630408170.179,1630408181.436
128685,engrus021f,Online-Y,21,TGT,eng,rus,51,en.ndtv.com.75106,True,1630408150.682,1630408180.734
128689,engrus0204,translator-A,1,TGT,eng,rus,52,foxnews.106537,False,1630408179.808,1630408189.537
128690,engrus021f,translator-A,0,TGT,eng,rus,77,brisbanetimes.com.au.275198,False,1630408184.182,1630408189.966
128691,engrus0219,Facebook-AI,20,TGT,eng,rus,100,abcnews.420140,False,1630408161.717,1630408190.874
128692,engrus0205,Online-B,0,TGT,eng,rus,99,abcnews.420117,False,1630408171.226,1630408193.422
128693,engrus0204,translator-A,2,TGT,eng,rus,74,foxnews.106537,False,1630408189.544,1630408194.233
128694,engrus0203,Online-Y,2,TGT,eng,rus,99,rt.com.131279,False,1630408177.739,1630408192.956
128695,engrus021f,translator-A,1,TGT,eng,rus,77,brisbanetimes.com.au.275198,False,1630408189.977,1630408195.87
128701,engrus0203,Online-Y,3,TGT,eng,rus,98,rt.com.131279,False,1630408192.962,1630408198.749
128704,engrus021e,Online-W,0,TGT,eng,rus,24,en.ndtv.com.75108,False,1630407101.84,1630408200.409
128706,engrus0205,Online-B,1,TGT,eng,rus,100,abcnews.420117,False,1630408193.436,1630408203.006
128707,engrus021f,translator-A,2,TGT,eng,rus,66,brisbanetimes.com.au.275198,False,1630408195.876,1630408202.798
128708,engrus0204,translator-A,3,TGT,eng,rus,79,foxnews.106537,False,1630408194.24,1630408204.025
128711,engrus021f,translator-A,3,TGT,eng,rus,68,brisbanetimes.com.au.275198,False,1630408202.804,1630408204.654
128716,engrus0204,translator-A,4,TGT,eng,rus,82,foxnews.106537,False,1630408204.031,1630408209.529
128718,engrus0219,Facebook-AI,21,TGT,eng,rus,70,abcnews.420140,False,1630408190.878,1630408211.611
128719,engrus021f,translator-A,4,TGT,eng,rus,71,brisbanetimes.com.au.275198,False,1630408204.66,1630408211.91
128720,engrus0204,translator-A,5,TGT,eng,rus,78,foxnews.106537,False,1630408209.536,1630408213.825
128721,engrus0203,Online-Y,5,TGT,eng,rus,33,rt.com.131279,False,1630408202.825,1630408212.845
128722,engrus021e,Online-W,1,TGT,eng,rus,100,en.ndtv.com.75108,False,1630408200.414,1630408213.552
128723,engrus0205,Online-B,2,TGT,eng,rus,99,abcnews.420117,False,1630408203.018,1630408216.701
128724,engrus021f,translator-A,5,TGT,eng,rus,70,brisbanetimes.com.au.275198,False,1630408211.916,1630408217.214
128726,engrus0203,Online-Y,6,TGT,eng,rus,35,rt.com.131279,False,1630408212.851,1630408217.173
128727,engrus0204,translator-A,6,TGT,eng,rus,76,foxnews.106537,False,1630408213.831,1630408219.449
128728,engrus021e,Online-W,2,TGT,eng,rus,100,en.ndtv.com.75108,False,1630408213.556,1630408220.216
128730,engrus021f,translator-A,6,TGT,eng,rus,77,brisbanetimes.com.au.275198,False,1630408217.219,1630408223.029
128732,engrus0203,Online-Y,8,TGT,eng,rus,99,rt.com.131279,False,1630408221.156,1630408224.037
128733,engrus021f,translator-A,7,TGT,eng,rus,69,brisbanetimes.com.au.275198,False,1630408223.036,1630408225.765
128735,engrus0219,Facebook-AI,22,TGT,eng,rus,99,abcnews.420140,False,1630408211.62,1630408228.066
128737,engrus021f,translator-A,8,TGT,eng,rus,72,brisbanetimes.com.au.275198,False,1630408225.771,1630408228.205
128738,engrus0203,Online-Y,9,TGT,eng,rus,99,rt.com.131279,False,1630408224.044,1630408227.58
128741,engrus0205,Online-B,3,TGT,eng,rus,99,abcnews.420117,False,1630408216.713,1630408231.012
128742,engrus0204,translator-A,7,TGT,eng,rus,76,foxnews.106537,False,1630408219.464,1630408230.937
128744,engrus0203,Online-Y,10,TGT,eng,rus,99,rt.com.131279,False,1630408227.587,1630408231.375
128745,engrus021f,translator-A,10,TGT,eng,rus,76,brisbanetimes.com.au.275198,False,1630408229.922,1630408233.469
128747,engrus021e,Online-W,3,TGT,eng,rus,50,en.ndtv.com.75108,False,1630408220.219,1630408233.144
128748,engrus0204,translator-A,8,TGT,eng,rus,76,foxnews.106537,False,1630408230.943,1630408235.641
128750,engrus021f,translator-A,11,TGT,eng,rus,76,brisbanetimes.com.au.275198,False,1630408233.475,1630408236.349
128751,engrus0204,translator-A,9,TGT,eng,rus,76,foxnews.106537,False,1630408235.646,1630408237.225
128753,engrus0204,translator-A,10,TGT,eng,rus,76,foxnews.106537,False,1630408237.241,1630408240.321
128754,engrus0219,Facebook-AI,23,TGT,eng,rus,99,abcnews.420140,False,1630408228.072,1630408244.219
128755,engrus0204,translator-A,11,TGT,eng,rus,78,foxnews.106537,False,1630408240.326,1630408244.289
128756,engrus021e,Online-W,4,TGT,eng,rus,100,en.ndtv.com.75108,False,1630408233.148,1630408242.688
128758,engrus0204,translator-A,12,TGT,eng,rus,87,foxnews.106537,False,1630408244.294,1630408247.209
128759,engrus0205,Online-B,4,TGT,eng,rus,100,abcnews.420117,False,1630408231.023,1630408249.86
128760,engrus0204,translator-A,13,TGT,eng,rus,79,foxnews.106537,False,1630408247.776,1630408249.721
128761,engrus0219,Facebook-AI,24,TGT,eng,rus,99,abcnews.420140,False,1630408244.225,1630408250.73
128762,engrus021e,Online-W,5,TGT,eng,rus,100,en.ndtv.com.75108,False,1630408242.692,1630408248.712
128763,engrus0203,Online-Y,13,TGT,eng,rus,65,rt.com.131279,True,1630408238.12,1630408252.108
