word,upos,xpos,deprel,case,gender,number,animacy,score,ner
для,ADP,,case,,,,,-0.0145282938894354,NONE
того,PRON,,root,Gen,Neut,Sing,Inan,-0.0837918344116864,NONE
",",PUNCT,,punct,,,,,0.2319584726190016,NONE
чтобы,SCONJ,,mark,,,,,0.0004324630825613,NONE
вернуться,VERB,,advcl,,,,,0.4142124687978321,NONE
через,ADP,,case,,,,,-0.2524332373141428,NONE
пару,NOUN,,obl,Acc,Fem,Sing,Inan,-0.2529158688114971,NONE
минут,NOUN,,nmod,Gen,Fem,Plur,Inan,0.0407154419912611,NONE
и,CCONJ,,cc,,,,,-0.105105242405551,NONE
сказать,VERB,,conj,,,,,-0.1658884887499131,NONE
мне,PRON,,iobj,Dat,,Sing,,-0.1702822863944211,NONE
",",PUNCT,,punct,,,,,0.4148501310079417,NONE
что,SCONJ,,mark,,,,,0.4109104150603514,NONE
их,PRON,,nsubj,Gen,,Plur,,-0.0111569624801215,NONE
там,ADV,,advmod,,,,,-0.1250972011604964,NONE
нет,VERB,,ccomp,,,,,-0.0283228710579914,NONE
.,PUNCT,,punct,,,,,-0.0340808020465718,NONE
Сделка,NOUN,,nsubj:pass,Nom,Fem,Sing,Inan,0.0558312264892119,NONE
будет,AUX,,aux:pass,,,Sing,,-0.0062585812441802,NONE
одобрена,VERB,,root,,Fem,Sing,,0.0376889871956291,NONE
на,ADP,,case,,,,,-0.023724308708667,NONE
встрече,NOUN,,obl,Loc,Fem,Sing,Inan,0.0049145610470426,NONE
совета,NOUN,,nmod,Gen,Masc,Sing,Inan,0.055750044362885,NONE
директоров,NOUN,,nmod,Gen,Masc,Plur,Anim,0.2700536418188669,NONE
компании,NOUN,,nmod,Gen,Fem,Sing,Inan,-0.2673794956155168,NONE
Toyota,PROPN,,flat:foreign,,,,,0.167789912085169,ORG
в,ADP,,case,,,,,0.1143864454662897,NONE
пятницу,NOUN,,obl,Acc,Fem,Sing,Inan,0.3055355451570418,NONE
",",PUNCT,,punct,,,,,0.0198194487468511,NONE
сказали,VERB,,parataxis,,,Plur,,-0.2265807835775139,NONE
источники,NOUN,,nsubj,Nom,Masc,Plur,Inan,0.1144511856045703,NONE
",",PUNCT,,punct,,,,,0.2061431903996863,NONE
пожелавшие,VERB,,acl,Nom,,Plur,,-0.0576831679458338,NONE
остаться,VERB,,xcomp,,,,,0.0553000262225531,NONE
неизвестными,ADJ,,obl,Ins,,Plur,,0.1945059963160066,NONE
",",PUNCT,,punct,,,,,0.0369009972620247,NONE
поскольку,SCONJ,,mark,,,,,-0.090825216526504,NONE
информация,NOUN,,nsubj,Nom,Fem,Sing,Inan,0.0581656068629851,NONE
еще,ADV,,advmod,,,,,0.0388363091631592,NONE
не,PART,,advmod,,,,,-0.1603566926832299,NONE
появилась,VERB,,advcl,,Fem,Sing,,-0.0970299772810932,NONE
в,ADP,,case,,,,,-0.1673504384695259,NONE
отрытом,VERB,,amod,Loc,Masc,Sing,,0.1027533154830007,NONE
доступе,NOUN,,obl,Loc,Masc,Sing,Inan,0.3705559788296804,NONE
.,PUNCT,,punct,,,,,-0.3532179246911184,NONE
"""",PUNCT,,punct,,,,,0.1887019551883814,NONE
Так,ADV,,root,,,,,-0.0451054572922336,NONE
",",PUNCT,,punct,,,,,0.0775891505104225,NONE
будь,AUX,,cop,,,Sing,,0.0223455040870016,NONE
то,PRON,,nsubj,Nom,Neut,Sing,Inan,-0.005866489483019,NONE
Хафиз,PROPN,,nsubj,Nom,Masc,Sing,Anim,0.0332846214667849,PER
Саид,PROPN,,flat:name,Nom,Masc,Sing,Anim,0.1092901274344348,PER
",",PUNCT,,punct,,,,,0.0849620442980591,NONE
который,PRON,,nsubj,Nom,Masc,Sing,,-0.0252843308048619,NONE
сейчас,ADV,,advmod,,,,,-0.0126497050598003,NONE
находится,VERB,,acl:relcl,,,Sing,,0.0226811009121339,NONE
под,ADP,,case,,,,,0.0698660947411723,NONE
арестом,NOUN,,obl,Ins,Masc,Sing,Inan,-0.0144236000970978,NONE
и,CCONJ,,cc,,,,,-0.2887376072475265,NONE
под,ADP,,case,,,,,0.0941811629117885,NONE
уголовным,ADJ,,amod,Ins,Neut,Sing,,0.1057062426680312,NONE
преследованием,NOUN,,conj,Ins,Neut,Sing,Inan,0.1285520829943684,NONE
",",PUNCT,,punct,,,,,0.1945633756824502,NONE
но,CCONJ,,cc,,,,,0.1215324829658522,NONE
также,PART,,advmod,,,,,0.0484963771206566,NONE
лидеры,NOUN,,conj,Nom,Masc,Plur,Anim,0.2071727758855978,NONE
Джаиш-е-Мухаммеда,PROPN,,nmod,Gen,Masc,Sing,Inan,0.1117339997291846,NONE
",",PUNCT,,punct,,,,,0.0349476745104017,NONE
как,SCONJ,,case,,,,,0.1155805293617885,NONE
Масуд,PROPN,,nmod,Nom,Masc,Sing,Anim,0.1288609281518609,PER
Ажар,PROPN,,flat:name,Nom,Masc,Sing,Anim,0.0769558233406365,PER
",",PUNCT,,punct,,,,,0.1163660155032317,NONE
которые,PRON,,nsubj,Nom,,Plur,,0.0565337281660522,NONE
долгое,ADJ,,amod,Acc,Neut,Sing,,0.0464170474617517,NONE
время,NOUN,,obl,Acc,Neut,Sing,Inan,-0.0320124164066684,NONE
могли,VERB,,acl:relcl,,,Plur,,-0.1838975485628596,NONE
эксплуатировать,VERB,,xcomp,,,,,0.0190836508515619,NONE
свое,DET,,det,Acc,Neut,Sing,,-0.0624344544907872,NONE
присутствие,NOUN,,obj,Acc,Neut,Sing,Inan,-0.0601496063108431,NONE
на,ADP,,case,,,,,0.1543038614910245,NONE
пакистанской,ADJ,,amod,Loc,Fem,Sing,,-0.0269894065505353,NONE
земле,NOUN,,nmod,Loc,Fem,Sing,Inan,-0.0047405251590684,NONE
",",PUNCT,,punct,,,,,0.2276608609524933,NONE
"""",PUNCT,,punct,,,,,-0.0252722645964636,NONE
"""",PUNCT,,punct,,,,,0.0162170307140542,NONE
сказала,VERB,,parataxis,,Fem,Sing,,0.1409823535238522,NONE
она,PRON,,nsubj,Nom,Fem,Sing,,0.0760197749533172,NONE
.,PUNCT,,punct,,,,,0.1664500469706712,NONE
"""",PUNCT,,root,,,,,-0.4261880404766849,NONE
Набор,NOUN,,nsubj,Nom,Masc,Sing,Inan,0.0432236435422745,NONE
выдвижных,ADJ,,amod,Gen,,Plur,,0.1800969010024653,NONE
трубок,NOUN,,nmod,Gen,Fem,Plur,Inan,0.2334648589525506,NONE
не,PART,,advmod,,,,,0.1160424435932658,NONE
влияет,VERB,,root,,,Sing,,-0.469423853755783,NONE
на,ADP,,case,,,,,0.0649745339727822,NONE
качество,NOUN,,obl,Acc,Neut,Sing,Inan,0.1385317844708089,NONE
изображения,NOUN,,nmod,Gen,Neut,Sing,Inan,0.1105946189416796,NONE
",",PUNCT,,punct,,,,,0.2130643184044067,NONE
так,ADV,,mark,,,,,-0.061970336805227,NONE
как,SCONJ,,fixed,,,,,0.0774557204689027,NONE
внутри,ADV,,advmod,,,,,-0.0424483784301632,NONE
нет,VERB,,advcl,,,Sing,,-0.2572614667692076,NONE
оптики,NOUN,,nsubj,Gen,Fem,Sing,Inan,0.4498927145532801,NONE
.,PUNCT,,punct,,,,,0.3467897462012002,NONE
В,ADP,,advmod,,,,,-0.071328880795455,NONE
настоящее,ADJ,,fixed,Acc,Neut,Sing,Inan,-0.1439457475025864,NONE
время,NOUN,,fixed,Acc,Neut,Sing,Inan,-0.021674745281573,NONE
на,ADP,,case,,,,,-0.1402520876963069,NONE
рынке,NOUN,,obl,Loc,Masc,Sing,Inan,0.0750648604886419,NONE
на,ADP,,case,,,,,-0.0940154688645058,NONE
400,NUM,,nummod,,,,,0.0406391008181063,NONE
новых,ADJ,,amod,Gen,,Plur,,0.0321615022343708,NONE
объявлений,NOUN,,obl,Gen,Neut,Plur,Inan,0.0260188028728007,NONE
в,ADP,,case,,,,,-0.0644893323301937,NONE
этом,DET,,det,Loc,Masc,Sing,,-0.0381926938892785,NONE
году,NOUN,,obl,Loc,Masc,Sing,Inan,-0.0195955889186963,NONE
меньше,ADJ,,root,,,,,0.019477815828649,NONE
по,ADP,,case,,,,,0.0750554264782132,NONE
сравнению,NOUN,,fixed,Dat,Neut,Sing,Inan,0.0401108662011226,NONE
с,ADP,,fixed,,,,,0.0483112802930585,NONE
1805,NUM,,obl,,,,,0.1974536807571787,NONE
в,ADP,,case,,,,,0.0445811168417626,NONE
то,DET,,det,Acc,Neut,Sing,,0.0024288569482356,NONE
же,PART,,advmod,,,,,0.1037553876920708,NONE
время,NOUN,,nmod,Acc,Neut,Sing,Inan,0.1288686543338892,NONE
в,ADP,,case,,,,,0.1503458573368758,NONE
прошлом,ADJ,,amod,Loc,Masc,Sing,,0.0146547887105402,NONE
году,NOUN,,nmod,Loc,Masc,Sing,Inan,0.108354006856825,NONE
",",PUNCT,,punct,,,,,0.5778280190081742,NONE
по,ADP,,case,,,,,-0.0774232848217411,NONE
данным,NOUN,,parataxis,Dat,,Plur,Inan,-0.0998580888018823,NONE
CoreLogic,PROPN,,flat:foreign,,,,,0.1318827927800779,ORG
.,PUNCT,,punct,,,,,0.5917489771143217,NONE
Комментируя,VERB,,advcl,,,,,0.0782883378390957,NONE
артистическое,ADJ,,amod,Acc,Neut,Sing,,0.1215487738443677,NONE
братство,NOUN,,obj,Acc,Neut,Sing,Inan,0.1253513132305178,NONE
",",PUNCT,,punct,,,,,-0.1672661340619936,NONE
которое,PRON,,nsubj,Nom,Neut,Sing,,0.0368462769628298,NONE
заняло,VERB,,acl:relcl,,Neut,Sing,,0.2112164481006834,NONE
центральное,ADJ,,amod,Acc,Neut,Sing,,0.1089599871654698,NONE
место,NOUN,,obj,Acc,Neut,Sing,Inan,0.1622413757418946,NONE
в,ADP,,case,,,,,0.0455153929873437,NONE
волнении,NOUN,,nmod,Loc,Neut,Sing,Inan,0.1284836262541072,NONE
2019,ADJ,,amod,,,,,0.3404857324821291,NONE
года,NOUN,,nmod,Gen,Masc,Sing,Inan,0.0257209371816141,NONE
",",PUNCT,,punct,,,,,0.3777018657160464,NONE
он,PRON,,nsubj,Nom,Masc,Sing,,-0.1408929474010134,NONE
сказал,VERB,,root,,Masc,Sing,,0.0495892775727311,NONE
:,PUNCT,,punct,,,,,-0.0408434529619857,NONE
«Мы,PRON,,nsubj,Nom,,Plur,,0.0676960597932878,NONE
не,PART,,advmod,,,,,-0.0518912832184522,NONE
можем,VERB,,parataxis,,,Plur,,-0.0152100253003064,NONE
ожидать,VERB,,xcomp,,,,,0.0070261690836847,NONE
",",PUNCT,,punct,,,,,0.0218566146374349,NONE
что,SCONJ,,mark,,,,,0.4366051641179743,NONE
они,PRON,,nsubj,Nom,,Plur,,0.086897862478272,NONE
организуют,VERB,,ccomp,,,Plur,,0.1314765013445572,NONE
агитацию,NOUN,,obj,Acc,Fem,Sing,Inan,0.0413357030483542,NONE
.,PUNCT,,punct,,,,,-0.3195659686202858,NONE
Государственный,ADJ,,amod,Nom,Masc,Sing,,0.1616225523852216,NONE
долг,NOUN,,nsubj,Nom,Masc,Sing,Inan,-0.1156621248851273,NONE
будет,AUX,,aux,,,Sing,,-0.1603896131015869,NONE
расти,VERB,,root,,,,,0.1117008500546975,NONE
",",PUNCT,,punct,,,,,0.2589042996530419,NONE
создавая,VERB,,advcl,,,,,0.1491182319944184,NONE
финансовые,ADJ,,amod,Acc,,Plur,Inan,-0.2231870682469267,NONE
проблемы,NOUN,,obj,Acc,Fem,Plur,Inan,-0.1700708665905393,NONE
по,ADP,,case,,,,,-0.0480387017065197,NONE
всему,DET,,det,Dat,Masc,Sing,,-0.0039191866532179,NONE
миру,NOUN,,obl,Dat,Masc,Sing,Inan,0.3743232416442409,NONE
.,PUNCT,,punct,,,,,-0.112316035992832,NONE
Часть,NOUN,,nsubj:pass,Nom,Fem,Sing,Inan,0.0258467374842335,NONE
этих,DET,,det,Gen,,Plur,,0.0421807669066045,NONE
платежей,NOUN,,nmod,Gen,Masc,Plur,Inan,0.0205665603668023,NONE
была,AUX,,aux:pass,,Fem,Sing,,0.0276838607430948,NONE
произведена,VERB,,root,,Fem,Sing,,-0.0697841968674566,NONE
на,ADP,,case,,,,,-0.1245519992344515,NONE
счет,NOUN,,obl,Acc,Masc,Sing,Inan,-0.0901003117903122,NONE
в,ADP,,case,,,,,0.0184002259356624,NONE
Bank,PROPN,,flat:foreign,,,,,-0.1138461438877759,ORG
of,X,,flat:foreign,,,,,-0.1796185032123819,ORG
Singapore,PROPN,,flat:foreign,,,,,-0.1185393889325568,ORG
",",PUNCT,,punct,,,,,0.100792496719192,NONE
принадлежащий,VERB,,acl,Acc,Masc,Sing,Inan,-0.0293509228292814,NONE
компании,NOUN,,iobj,Dat,Fem,Sing,Inan,-0.0995380693032251,NONE
Asiafield,PROPN,,flat:foreign,,,,,-0.0409843234923633,ORG
Limited,PROPN,,flat:foreign,,,,,0.021788855534109,ORG
",",PUNCT,,punct,,,,,0.3115874085150461,NONE
зарегистрированной,VERB,,acl,Gen,Fem,Sing,,0.1537020164021055,NONE
на,ADP,,case,,,,,-0.0555172559484768,NONE
Британских,ADJ,,amod,Loc,,Plur,,0.075634756479171,LOC
Виргинских,PROPN,,amod,,,,,0.0266683779031751,LOC
островах,NOUN,,obl,Loc,Masc,Plur,Inan,0.0337511973742422,LOC
и,CCONJ,,cc,,,,,-0.1142585369949709,NONE
бенефициарно,ADV,,advmod,,,,,0.0321945307311021,NONE
принадлежащей,VERB,,conj,Loc,Fem,Sing,,-0.0175632654988551,NONE
Deepak,PROPN,,flat:foreign,,,,,0.0307088912049243,ORG
Talwar,PROPN,,flat:foreign,,,,,0.0046899549256154,ORG
",",PUNCT,,punct,,,,,0.2158687998706456,NONE
-,PUNCT,,punct,,,,,0.2888195844637771,NONE
добавили,VERB,,parataxis,,,Plur,,-0.0043944408199577,NONE
в,ADP,,case,,,,,0.0781840917568552,NONE
нем,PRON,,obl,Loc,Masc,Sing,,-0.0117764941140567,NONE
.,PUNCT,,punct,,,,,0.0911044843768365,NONE
Причина,NOUN,,nsubj,Nom,Fem,Sing,Inan,0.275520489638392,NONE
",",PUNCT,,punct,,,,,-0.016070498790801,NONE
по,ADP,,case,,,,,0.0263979351574839,NONE
которой,PRON,,obl,Dat,,,,-0.0705973485919048,NONE
я,PRON,,nsubj,Nom,,Sing,,0.1604082687719539,NONE
раскрываю,VERB,,acl:relcl,,,Sing,,0.0559801843504448,NONE
эту,DET,,det,Acc,Fem,Sing,,-0.0145138271191001,NONE
технологию,NOUN,,obj,Acc,Fem,Sing,Inan,0.119777642267867,NONE
",",PUNCT,,punct,,,,,0.1672223268826325,NONE
заключается,VERB,,root,,,Sing,,0.0070183545711578,NONE
в,ADP,,case,,,,,0.0799921242809959,NONE
том,PRON,,obl,Loc,Neut,Sing,Inan,0.0260963765558975,NONE
",",PUNCT,,punct,,,,,0.2453156460314883,NONE
чтобы,SCONJ,,mark,,,,,-0.088749152747339,NONE
поделиться,VERB,,advcl,,,,,0.0093853418262155,NONE
ею,PRON,,obl,Ins,Fem,Sing,,0.0843630237001254,NONE
с,ADP,,case,,,,,-0.0563816794981187,NONE
другими,ADJ,,obl,Ins,,Plur,,0.0637464950661119,NONE
",",PUNCT,,punct,,,,,0.2610576183987307,NONE
чтобы,SCONJ,,mark,,,,,-0.1769495521814829,NONE
разработать,VERB,,advcl,,,,,0.0783604585117044,NONE
более,ADV,,obl,,,,,-0.0859877401838397,NONE
совершенные,ADJ,,amod,Acc,,Plur,Inan,0.0854863604300484,NONE
технологии,NOUN,,obj,Acc,Fem,Plur,Inan,0.0685177057231798,NONE
для,ADP,,case,,,,,-0.0774776990821893,NONE
преодоления,NOUN,,nmod,Gen,Neut,Sing,Inan,0.0359815794414587,NONE
COVID-19,PROPN,,flat:foreign,,,,,0.1143196061100171,NONE
и,CCONJ,,cc,,,,,-0.0204456729507882,NONE
позволить,VERB,,conj,,,,,0.028259073563053,NONE
слаборазвитым,ADJ,,amod,Dat,,Plur,,0.1166467674431938,NONE
странам,NOUN,,iobj,Dat,Fem,Plur,Inan,0.0709191222174009,NONE
также,ADV,,advmod,,,,,0.0123597089678852,NONE
анализировать,VERB,,xcomp,,,,,0.1003228978047249,NONE
варианты,NOUN,,obj,Acc,Masc,Plur,Inan,0.0788959712545874,NONE
COVID-19,PROPN,,flat:foreign,,,,,0.1859163862711345,NONE
.,PUNCT,,punct,,,,,-0.4988442975025781,NONE
Повестка,NOUN,,nsubj,Nom,Fem,Sing,Inan,0.5428865811189506,NONE
дня,NOUN,,nmod,Gen,Masc,Sing,Inan,-0.094583741606032,NONE
собрания,NOUN,,nmod,Gen,Neut,Sing,Inan,-0.0413197058647433,NONE
также,ADV,,advmod,,,,,0.0585307462500142,NONE
включает,VERB,,root,,,Sing,,0.0418006651195163,NONE
предложение,NOUN,,obj,Acc,Neut,Sing,Inan,-0.0421026486275698,NONE
для,ADP,,case,,,,,-0.0531382093973402,NONE
ИИТ,PROPN,,nmod,Gen,Fem,Sing,Inan,-0.0858428540522004,ORG
рассмотреть,VERB,,obl,,,,,0.0111712451982354,NONE
возможность,NOUN,,obj,Acc,Fem,Sing,Inan,0.1346611019383396,NONE
предоставления,NOUN,,nmod,Gen,Neut,Sing,Inan,-0.0588543759609698,NONE
студентам,NOUN,,iobj,Dat,Masc,Plur,Anim,0.0109241899620555,NONE
возможности,NOUN,,nmod,Gen,Fem,Sing,Inan,0.1067425260872549,NONE
закончить,VERB,,obl,,,,,-0.0118818118464316,NONE
курс,NOUN,,obj,Acc,Masc,Sing,Inan,-0.1299743636290403,NONE
после,ADP,,case,,,,,-0.0605566350660637,NONE
шести,NUM,,nummod,Gen,,,,-0.0685981445631057,NONE
семестров,NOUN,,obl,Gen,Masc,Plur,Inan,-0.0785848085796591,NONE
",",PUNCT,,punct,,,,,0.4526884448534912,NONE
а,CCONJ,,cc,,,,,0.047609474952198,NONE
не,PART,,advmod,,,,,0.1694423284201235,NONE
бросать,VERB,,conj,,,,,0.0994171564372046,NONE
учебу,NOUN,,obj,Acc,Fem,Sing,Inan,0.0014658731720774,NONE
.,PUNCT,,punct,,,,,-0.0172035444458657,NONE
В,ADP,,case,,,,,0.3535752744960996,NONE
рамках,NOUN,,obl,Loc,Fem,Plur,Inan,-0.0670428257279523,NONE
учебной,ADJ,,amod,Gen,Fem,Sing,,-0.0120392711578825,NONE
программы,NOUN,,nmod,Gen,Fem,Sing,Inan,0.1607443330530643,NONE
первое,ADJ,,amod,Nom,Neut,Sing,,0.0631782402698605,NONE
занятие,NOUN,,nsubj:pass,Nom,Neut,Sing,Inan,0.3689000269435846,NONE
проводится,VERB,,root,,,Sing,,0.0074985417706958,NONE
в,ADP,,case,,,,,-0.3382631269132901,NONE
Такоте,PROPN,,obl,Loc,Masc,Sing,Inan,0.0479975402543335,LOC
",",PUNCT,,punct,,,,,0.0110012127645188,NONE
а,CCONJ,,cc,,,,,-0.0802084064674498,NONE
затем,ADV,,orphan,,,,,0.1676969116300482,NONE
в,ADP,,case,,,,,-0.2306235478467236,NONE
Мердике,PROPN,,conj,Loc,Masc,Sing,Inan,-0.0626748236462035,LOC
.,PUNCT,,punct,,,,,0.4946825327520665,NONE
Именно,PART,,advmod,,,,,-0.214861277868428,NONE
из-за,ADP,,case,,,,,0.2680738258926698,NONE
их,DET,,det,,,,,0.1391474388288735,NONE
анти-козырной,ADJ,,amod,Gen,Fem,Sing,,0.1107049776429031,NONE
направленности,NOUN,,obl,Gen,Fem,Sing,Inan,-0.0246509400381983,NONE
",",PUNCT,,punct,,,,,0.0120286275818823,NONE
сказал,VERB,,parataxis,,Masc,Sing,,0.0611612879366718,NONE
он,PRON,,nsubj,Nom,Masc,Sing,,0.1121101280894642,NONE
на,ADP,,case,,,,,0.0694411133977147,NONE
этой,DET,,det,Loc,Fem,Sing,,0.1363048203466906,NONE
неделе,NOUN,,obl,Loc,Fem,Sing,Inan,0.1420168398303483,NONE
в,ADP,,case,,,,,0.094887943922474,NONE
программе,NOUN,,obl,Loc,Fem,Sing,Inan,-0.0253915317532049,NONE
Fox,PROPN,,flat:foreign,,,,,-0.1932541106747713,ORG
Tucker,PROPN,,flat:foreign,,,,,-0.0306225049291895,ORG
Carlson,PROPN,,flat:foreign,,,,,-0.0681973288121438,ORG
Tonight,PROPN,,flat:foreign,,,,,-0.0478214176829879,ORG
",",PUNCT,,punct,,,,,0.2409861377054646,NONE
журналисты,NOUN,,nsubj,Nom,Masc,Plur,Anim,0.053875046248401,NONE
пренебрегают,VERB,,root,,,Plur,,-0.1376831970491139,NONE
сбором,NOUN,,obl,Ins,Masc,Sing,Inan,0.0916502074171349,NONE
политических,ADJ,,amod,Gen,,Plur,,0.030620577194801,NONE
новостей,NOUN,,nmod,Gen,Fem,Plur,Inan,0.3875290508802789,NONE
.,PUNCT,,punct,,,,,-0.0140684800130372,NONE
Кадлоу,PROPN,,nsubj,Nom,Masc,Sing,Anim,0.1089520500672708,NONE
говорит,VERB,,root,,,Sing,,-0.0008937066879879,NONE
",",PUNCT,,punct,,,,,0.0704502788274901,NONE
что,SCONJ,,mark,,,,,0.4134801551510594,NONE
следующий,ADJ,,amod,Nom,Masc,Sing,,0.1686576264789648,NONE
законопроект,NOUN,,nsubj,Nom,Masc,Sing,Inan,0.0565114210870923,NONE
о,ADP,,case,,,,,0.085010472106615,NONE
стимулировании,NOUN,,nmod,Loc,Neut,Sing,Inan,0.0281709880631666,NONE
коронавируса,NOUN,,nmod,Gen,Masc,Sing,Inan,0.0803929575527959,NONE
будет,AUX,,aux,,,Sing,,-0.2537743516343667,NONE
включать,VERB,,ccomp,,,,,0.0662530620721655,NONE
больше,ADV,,advmod,,,,,0.0361835121756884,NONE
проверок,NOUN,,obl,Gen,Fem,Plur,Inan,0.0232985625082301,NONE
",",PUNCT,,punct,,,,,-0.6826421487249538,NONE
продлит,VERB,,conj,,,Sing,,0.0359257283432202,NONE
мораторий,NOUN,,obj,Acc,Masc,Sing,Inan,0.051448577624484,NONE
на,ADP,,case,,,,,0.0160835473880453,NONE
выселения,NOUN,,nmod,Acc,Neut,Plur,Inan,0.178223165562115,NONE
Настройте,VERB,,root,,,Plur,,0.2055467866812645,PER
выравнивание,NOUN,,obj,Acc,Neut,Sing,Inan,0.0019884397292625,NONE
текста,NOUN,,nmod,Gen,Masc,Sing,Inan,-0.0949774387168955,NONE
:,PUNCT,,punct,,,,,0.1653417669513865,NONE
в,ADP,,case,,,,,0.1329118921910188,NONE
пункте,NOUN,,obl,Loc,Masc,Sing,Inan,-0.1199178616407473,NONE
«Выравнивание»,NOUN,,nmod,Nom,Neut,Sing,Inan,0.1268140952453757,NONE
выберите,VERB,,parataxis,,,Plur,,0.0549868210407491,NONE
тип,NOUN,,obj,Acc,Masc,Sing,Inan,-0.2744560508513796,NONE
выравнивания,NOUN,,nmod,Gen,Neut,Sing,Inan,0.1536452507195513,NONE
.,PUNCT,,punct,,,,,0.3067386826381545,NONE
Риски,NOUN,,nsubj:pass,Nom,Masc,Plur,Inan,0.4997323990774309,NONE
",",PUNCT,,punct,,,,,-0.0610342188937626,NONE
связанные,VERB,,acl,Nom,,Plur,,-0.0180076801982746,NONE
с,ADP,,case,,,,,0.0295963786982434,NONE
отключением,NOUN,,obl,Ins,Neut,Sing,Inan,0.0299840718420407,NONE
электричества,NOUN,,nmod,Gen,Neut,Sing,Inan,0.0027178643911645,NONE
",",PUNCT,,punct,,,,,-0.0901624225043802,NONE
присущие,ADJ,,amod,Nom,,Plur,,0.0487596582354957,NONE
системе,NOUN,,iobj,Dat,Fem,Sing,Inan,-0.0441343896713871,NONE
трансляционного,ADJ,,amod,Gen,Masc,Sing,,0.0944825798700652,NONE
комплекса,NOUN,,nmod,Gen,Masc,Sing,Inan,0.0060055844258982,NONE
стадиона,NOUN,,nmod,Gen,Masc,Sing,Inan,0.0450447842224899,NONE
"""",PUNCT,,punct,,,,,-0.0589960440497022,NONE
"""",PUNCT,,punct,,,,,0.0995421917546284,NONE
Габба,PROPN,,appos,,,,,0.0175033712941791,ORG
"""",PUNCT,,punct,,,,,0.1003892153681459,NONE
"""",PUNCT,,punct,,,,,0.2494829841318136,NONE
",",PUNCT,,punct,,,,,-0.0243913543629571,NONE
вряд,ADV,,advmod,,,,,-0.0198238021681151,NONE
ли,PART,,fixed,,,,,0.007359838139299,NONE
будут,AUX,,aux:pass,,,Plur,,-0.0159230331503382,NONE
устранены,VERB,,root,,,Plur,,0.0947310158723041,NONE
до,ADP,,case,,,,,0.0685097405253606,NONE
начала,NOUN,,obl,Gen,Neut,Sing,Inan,-0.0707607633057468,NONE
следующей,ADJ,,amod,Gen,Fem,Sing,,-0.0399811901973916,NONE
серии,NOUN,,nmod,Gen,Fem,Sing,Inan,-0.05906360245917,NONE
игр,NOUN,,nmod,Gen,Fem,Plur,Inan,-0.0456482758991631,NONE
"""",PUNCT,,punct,,,,,-0.3645170031054891,NONE
"""",PUNCT,,punct,,,,,-0.0425752313770976,NONE
Эшс,PROPN,,appos,,,,,0.0461827521509402,ORG
"""",PUNCT,,punct,,,,,-0.0307213266761705,NONE
"""",PUNCT,,punct,,,,,0.0123990344466701,NONE
",",PUNCT,,punct,,,,,-0.0462103851038611,NONE
поскольку,SCONJ,,mark,,,,,-0.0243229085342235,NONE
руководство,NOUN,,nsubj,Nom,Neut,Sing,Inan,-0.072158827424852,NONE
крикета,NOUN,,nmod,Gen,Masc,Sing,Inan,0.0162579363408053,NONE
ожидает,VERB,,advcl,,,Sing,,-0.1051339586876851,NONE
более,ADV,,obl,,,,,-0.0923426245279055,NONE
подробной,ADJ,,amod,Gen,Fem,Sing,,0.0453329556274171,NONE
информации,NOUN,,obl,Gen,Fem,Sing,Inan,-0.0575958449197168,NONE
о,ADP,,case,,,,,-0.022881128113148,NONE
планах,NOUN,,nmod,Loc,Masc,Plur,Inan,0.0160614249421542,NONE
масштабной,ADJ,,amod,Gen,Fem,Sing,,-0.0291022090123085,NONE
модернизации,NOUN,,nmod,Gen,Fem,Sing,Inan,0.0166324559238823,NONE
стадиона,NOUN,,nmod,Gen,Masc,Sing,Inan,0.0136095047180258,NONE
для,ADP,,case,,,,,0.0218346228570117,NONE
проведения,NOUN,,nmod,Gen,Neut,Sing,Inan,-0.0496152842970301,NONE
Олимпийских,ADJ,,amod,Gen,,Plur,,-0.0239196685188774,NONE
игр,NOUN,,nmod,Gen,Fem,Plur,Inan,-0.0969856640914773,NONE
2032,ADJ,,amod,,,,,-0.0644466860435791,NONE
года,NOUN,,nmod,Gen,Masc,Sing,Inan,-0.0361376642164545,NONE
.,PUNCT,,punct,,,,,-0.0851597569234195,NONE
"""",PUNCT,,root,,,,,0.1785605557626927,NONE
Об,ADP,,case,,,,,-0.0965972260083436,NONE
этом,PRON,,obl,Loc,Neut,Sing,Inan,-0.12378028880595,NONE
ранее,ADV,,advmod,,,,,-0.0774733037097193,NONE
на,ADP,,case,,,,,0.0300619218392701,NONE
этой,DET,,det,Loc,Fem,Sing,,-0.0541068662221462,NONE
неделе,NOUN,,obl,Loc,Fem,Sing,Inan,-0.0204152395644691,NONE
заявил,VERB,,root,,Masc,Sing,,0.1262379088056115,NONE
Оуэн,PROPN,,nsubj,Nom,Masc,Sing,Anim,0.0518287048675722,PER
Джерри,PROPN,,flat:name,Nom,Masc,Sing,Anim,0.0796045793099287,PER
Джонс,PROPN,,flat:name,Nom,Masc,Sing,Anim,0.1736251869891208,PER
в,ADP,,case,,,,,0.0237703512516862,NONE
эфире,NOUN,,obl,Loc,Masc,Sing,Inan,0.187579058515659,NONE
105,NUM,,nummod:entity,,,,,0.0294633028536633,ORG
.,PUNCT,,punct,,,,,0.0259744226600285,ORG
3,NUM,,root,,,,,0.0360775574751114,ORG
