word,upos,xpos,deprel,case,gender,number,animacy,score,ner
Манчестер,PROPN,,appos,Nom,Masc,Sing,Inan,0.1962564222409692,LOC
",",PUNCT,,punct,,,,,0.1229179982756315,NONE
сказал,VERB,,root,,Masc,Sing,,0.0625299255886733,NONE
",",PUNCT,,punct,,,,,0.2126114195590588,NONE
что,SCONJ,,mark,,,,,0.0426605202884924,NONE
люди,NOUN,,nsubj,Nom,Masc,Plur,Anim,0.3378960587808889,NONE
знают,VERB,,ccomp,,,Plur,,0.1190844941518507,NONE
",",PUNCT,,punct,,,,,0.2689859574538495,NONE
чего,PRON,,obj,Gen,Neut,Sing,Inan,0.0471129818325621,NONE
ожидать,VERB,,xcomp,,,,,0.010308686039189,NONE
в,ADP,,case,,,,,0.0464670995911633,NONE
парке,NOUN,,obl,Loc,Masc,Sing,Inan,0.1720629770692477,NONE
",",PUNCT,,punct,,,,,0.0834867813691112,NONE
и,CCONJ,,cc,,,,,-0.0309923327905455,NONE
что,SCONJ,,mark,,,,,0.0357054240026278,NONE
в,ADP,,case,,,,,-0.012049103330152,NONE
этом,DET,,det,Loc,Masc,Sing,,-0.0360521894322299,NONE
году,NOUN,,obl,Loc,Masc,Sing,Inan,0.0051842901125059,NONE
жертвами,NOUN,,xcomp,Ins,Fem,Plur,Anim,0.0977395555231309,NONE
бабуинов,NOUN,,nmod,Gen,Masc,Plur,Anim,0.0100909888661385,NONE
стали,VERB,,conj,,,Plur,,-0.0407395032133669,NONE
два,NUM,,nummod:gov,Nom,Masc,,,-0.0309744977358536,NONE
его,DET,,det,,,,,0.0154895213514498,NONE
клиента,NOUN,,nsubj,Gen,Masc,Sing,Anim,-0.0353915456317453,NONE
.,PUNCT,,punct,,,,,-0.0727189655672134,NONE
Инцидент,NOUN,,nsubj,Nom,Masc,Sing,Inan,0.6633624150179583,NONE
",",PUNCT,,punct,,,,,0.034477447036553,NONE
когда,SCONJ,,mark,,,,,-0.1687634615084185,NONE
Пакистан,PROPN,,nsubj,Nom,Masc,Sing,Inan,-0.0675483635811121,LOC
использовал,VERB,,acl,,Masc,Sing,,-0.0281327871319761,NONE
беспилотники,NOUN,,obj,Acc,Masc,Plur,Inan,0.088859391791032,NONE
для,ADP,,case,,,,,-0.0064935837144701,NONE
отправки,NOUN,,obl,Gen,Fem,Sing,Inan,0.0904980401828696,NONE
оружия,NOUN,,nmod,Gen,Neut,Sing,Inan,0.1570567276108798,NONE
и,CCONJ,,cc,,,,,-0.0021375886973486,NONE
боеприпасов,NOUN,,conj,Gen,Masc,Plur,Inan,0.0555012579066587,NONE
",",PUNCT,,punct,,,,,0.4048213701227245,NONE
является,VERB,,root,,,Sing,,0.0217854089572899,NONE
одним,NUM,,obl,Ins,Masc,,,0.0805385317228863,NONE
из,ADP,,case,,,,,0.0368201721655196,NONE
таких,DET,,det,Gen,,Plur,,-0.0475232400154204,NONE
примеров,NOUN,,nmod,Gen,Masc,Plur,Inan,-0.0663512273720688,NONE
того,PRON,,nmod,Gen,Neut,Sing,Inan,-0.0407209297774602,NONE
",",PUNCT,,punct,,,,,-0.096407919017438,NONE
как,ADV,,advmod,,,,,0.0197069878183228,NONE
меняется,VERB,,acl,,,Sing,,0.0941945087016415,NONE
тактика,NOUN,,nsubj,Nom,Fem,Sing,Inan,0.0013685809563332,NONE
.,PUNCT,,punct,,,,,-0.2780927220505815,NONE
Мы,PRON,,nsubj,Nom,,Plur,,-0.4030337207006992,NONE
специализируемся,VERB,,root,,,Plur,,0.1900827793501121,NONE
на,ADP,,case,,,,,-0.0902449007819209,NONE
изготовлении,NOUN,,obl,Loc,Neut,Sing,Inan,0.1068650787376814,NONE
на,ADP,,case,,,,,-0.1872235998366061,NONE
заказ,NOUN,,nmod,Acc,Masc,Sing,Inan,-0.0230443083873614,NONE
бриллиантовых,ADJ,,amod,Gen,,Plur,,0.0302354492763914,NONE
колец-пасьянсов,NOUN,,nmod,Gen,Neut,Plur,Inan,0.1751909606854576,NONE
",",PUNCT,,punct,,,,,0.3596873908546121,NONE
обручальных,ADJ,,amod,Gen,,Plur,,0.1656825494457855,NONE
колец,NOUN,,conj,Gen,Neut,Plur,Inan,-0.0087577968727668,NONE
",",PUNCT,,punct,,,,,0.0708577517877637,NONE
обручальных,ADJ,,amod,Gen,,Plur,,0.0516852206927195,NONE
колец,NOUN,,conj,Gen,Neut,Plur,Inan,0.0556680547326622,NONE
",",PUNCT,,punct,,,,,0.2203756875943335,NONE
бриллиантовых,ADJ,,amod,Gen,,Plur,,0.0737548325115059,NONE
сережек,NOUN,,conj,Gen,Fem,Plur,Inan,0.152651806267298,NONE
",",PUNCT,,punct,,,,,0.1218757235212353,NONE
свадебного,ADJ,,amod,Gen,Neut,Sing,,-0.0302239709490925,NONE
ожерелья,NOUN,,conj,Gen,Neut,Sing,Inan,0.1336380860020112,NONE
",",PUNCT,,punct,,,,,0.0407430740780788,NONE
подвесок,NOUN,,conj,Gen,Fem,Plur,Inan,0.0337979913339604,NONE
и,CCONJ,,cc,,,,,0.0210589102366667,NONE
бриллиантовых,ADJ,,amod,Gen,,Plur,,0.0631070187149917,NONE
пасьянсов,NOUN,,conj,Gen,Masc,Plur,Inan,0.0721982748108016,NONE
",",PUNCT,,punct,,,,,0.1629567987134871,NONE
а,CCONJ,,cc,,,,,0.041198340624993,NONE
также,PART,,fixed,,,,,0.1846262491304457,NONE
многих,NUM,,amod,,,,,0.0094791925531356,NONE
подарочных,ADJ,,amod,Gen,,Plur,,0.0427903174274843,NONE
изделий,NOUN,,conj,Gen,Neut,Plur,Inan,0.1507095347185318,NONE
.,PUNCT,,punct,,,,,-0.4049645918768735,NONE
Здесь,ADV,,advmod,,,,,-0.8497528441253683,NONE
сказать,VERB,,csubj,,,,,-0.0586083016643928,NONE
не,PART,,advmod,,,,,0.0942628264651905,NONE
много,ADV,,root,,,,,0.2057391003621793,NONE
.,PUNCT,,punct,,,,,0.2340995698205142,NONE
О,INTJ,,discourse,,,,,0.7974870022805604,NONE
.,PUNCT,,punct,,,,,0.0350036774061009,NONE
Если,SCONJ,,mark,,,,,-0.1109339230399187,NONE
не,PART,,advmod,,,,,0.0190244221668366,NONE
указано,VERB,,advcl,,Neut,Sing,,-0.0316687780534426,NONE
иное,ADJ,,nsubj:pass,Nom,Neut,Sing,,-0.1039088729652786,NONE
",",PUNCT,,punct,,,,,0.0506484268903349,NONE
все,DET,,det,Nom,,Plur,,-0.0514497624720192,NONE
предметы,NOUN,,nsubj:pass,Nom,Masc,Plur,Inan,0.0786195994973597,NONE
были,AUX,,aux:pass,,,Plur,,-0.2710107447089628,NONE
разработаны,VERB,,root,,,Plur,,-0.0187348480978066,NONE
для,ADP,,case,,,,,0.1175493633099821,NONE
рынка,NOUN,,obl,Gen,Masc,Sing,Inan,0.0395783664318616,NONE
Великобритании,PROPN,,nmod,Gen,Fem,Sing,Inan,0.0547285765505957,LOC
.,PUNCT,,punct,,,,,0.1520826220276427,NONE
Министр,NOUN,,nsubj:pass,Nom,Masc,Sing,Anim,-0.0094045767035373,NONE
внутренних,ADJ,,amod,Gen,,Plur,,0.3816636266563682,NONE
дел,NOUN,,nmod,Gen,Neut,Plur,Inan,0.1658412996983769,NONE
Туниса,PROPN,,nmod,Gen,Masc,Sing,Inan,0.0282834461008141,LOC
Хичем,PROPN,,appos,Nom,Masc,Sing,Anim,0.060716929004432,PER
Мечичи,PROPN,,flat:name,Nom,Masc,Sing,Anim,0.0638801092608361,PER
был,AUX,,aux:pass,,Masc,Sing,,-0.3529280868683242,NONE
назначен,VERB,,root,,Masc,Sing,,0.070038359618543,NONE
для,ADP,,case,,,,,-0.1311081361356005,NONE
формирования,NOUN,,obl,Gen,Neut,Sing,Inan,0.0110201877024339,NONE
следующего,ADJ,,amod,Gen,Neut,Sing,,-0.0551256491254319,NONE
правительства,NOUN,,nmod,Gen,Neut,Sing,Inan,-0.1456665341874489,NONE
",",PUNCT,,punct,,,,,-0.0999313360196379,NONE
сообщила,VERB,,parataxis,,Fem,Sing,,0.0118035034159672,NONE
канцелярия,NOUN,,nsubj,Nom,Fem,Sing,Inan,0.0033162536546729,NONE
президента,NOUN,,nmod,Gen,Masc,Sing,Anim,0.0039827230237708,NONE
",",PUNCT,,punct,,,,,-0.0534229813722472,NONE
на,ADP,,case,,,,,0.0315166878922755,NONE
фоне,NOUN,,obl,Loc,Masc,Sing,Inan,-0.0696405593579851,NONE
политической,ADJ,,amod,Gen,Fem,Sing,,-0.0916279451635437,NONE
напряженности,NOUN,,nmod,Gen,Fem,Sing,Inan,0.0923123656926994,NONE
между,ADP,,case,,,,,0.100693685623195,NONE
основными,ADJ,,amod,Ins,,Plur,,-0.0491344023806788,NONE
партиями,NOUN,,nmod,Ins,Fem,Plur,Inan,0.0605981435379244,NONE
в,ADP,,case,,,,,0.0246897993677123,NONE
североафриканской,ADJ,,amod,Loc,Fem,Sing,,0.1959593698646009,NONE
стране,NOUN,,nmod,Loc,Fem,Sing,Inan,-0.0376712663783492,NONE
.,PUNCT,,punct,,,,,-0.61182924431981,NONE
Крупнейшая,ADJ,,amod,Nom,Fem,Sing,,0.0317488928710126,NONE
демократия,NOUN,,nsubj,Nom,Fem,Sing,Inan,0.1081638594907254,NONE
в,ADP,,case,,,,,-0.0148884267570508,NONE
мире,NOUN,,nmod,Loc,Masc,Sing,Inan,0.0768446325664863,NONE
по-прежнему,ADV,,advmod,,,,,0.0553422298554562,NONE
имеет,VERB,,root,,,Sing,,-0.2670885218233288,NONE
ту,DET,,det,Acc,Fem,Sing,,-0.0234670299591919,NONE
же,PART,,advmod,,,,,-0.098011882631647,NONE
идею,NOUN,,obj,Acc,Fem,Sing,Inan,0.0740348203241621,NONE
для,ADP,,case,,,,,-0.1130527722609225,NONE
всего,DET,,det,Gen,Masc,Sing,,0.0121942628535181,NONE
мира,NOUN,,nmod,Gen,Masc,Sing,Inan,0.0492826907780816,NONE
-,PUNCT,,punct,,,,,0.0947148463602357,NONE
гармонию,NOUN,,parataxis,Acc,Fem,Sing,Inan,0.1193108200914285,NONE
и,CCONJ,,cc,,,,,0.0290573520227431,NONE
мир,NOUN,,conj,Acc,Masc,Sing,Inan,0.0355170745720676,NONE
>,PUNCT,,punct,,,,,0.133960898667911,NONE
>,PUNCT,,punct,,,,,0.143313613493926,NONE
",",PUNCT,,punct,,,,,0.012098641093062,NONE
--,PUNCT,,punct,,,,,0.1008048289721835,NONE
сказал,VERB,,parataxis,,Masc,Sing,,-0.48038517963915,NONE
он,PRON,,nsubj,Nom,Masc,Sing,,-0.1642311219876152,NONE
.,PUNCT,,punct,,,,,0.6374001980939519,NONE
Он,PRON,,nsubj,Nom,Masc,Sing,,0.0519065663614255,NONE
уже,ADV,,advmod,,,,,-0.0627626987559908,NONE
накладывал,VERB,,root,,Masc,Sing,,-0.2461444621714872,NONE
вето,NOUN,,obj,Acc,Neut,Sing,Inan,0.024634367317415,NONE
на,ADP,,case,,,,,-0.0600982059710986,NONE
законопроект,NOUN,,obl,Acc,Masc,Sing,Inan,-0.1566470457637582,NONE
об,ADP,,case,,,,,0.0979103245832899,NONE
отмене,NOUN,,nmod,Loc,Fem,Sing,Inan,0.1157225157959772,NONE
указа,NOUN,,nmod,Gen,Masc,Sing,Inan,-0.076297530328292,NONE
о,ADP,,case,,,,,0.2260210563903436,NONE
введении,NOUN,,nmod,Loc,Neut,Sing,Inan,-0.025666060307761,NONE
режима,NOUN,,nmod,Gen,Masc,Sing,Inan,-0.007333773667983,NONE
чрезвычайной,ADJ,,amod,Gen,Fem,Sing,,0.1497665623084762,NONE
ситуации,NOUN,,nmod,Gen,Fem,Sing,Inan,0.0991452059468067,NONE
в,ADP,,case,,,,,0.1567277932890485,NONE
марте,NOUN,,nmod,Loc,Masc,Sing,Inan,0.0622096625012074,NONE
.,PUNCT,,punct,,,,,0.2052966111968974,NONE
Основным,ADJ,,amod,Ins,Masc,Sing,,0.095711701367852,NONE
способом,NOUN,,obl,Ins,Masc,Sing,Inan,0.0080209959892455,NONE
доставки,NOUN,,nmod,Gen,Fem,Sing,Inan,0.2324303011275157,NONE
является,VERB,,root,,,Sing,,0.2844922001087387,NONE
Royal,PROPN,,nsubj,,,,,0.0238457745068919,ORG
Mail,PROPN,,flat:foreign,,,,,0.5974316302052811,ORG
International,PROPN,,flat:foreign,,,,,0.1856170013082594,ORG
Signed,PROPN,,flat:foreign,,,,,0.1571948674706414,ORG
for,X,,flat:foreign,,,,,0.1024009571993923,ORG
.,PUNCT,,punct,,,,,0.3030223291939759,ORG
Комбинированный,ADJ,,amod,Nom,Masc,Sing,,0.3396537495796484,NONE
",",PUNCT,,punct,,,,,-0.0141594788953954,NONE
нецелевой,ADJ,,conj,Nom,Masc,Sing,,0.0973771171716534,NONE
бой,NOUN,,nsubj,Nom,Masc,Sing,Inan,-0.1387718314017251,NONE
—,PUNCT,,punct,,,,,0.1345772875754848,NONE
примите,VERB,,root,,,Plur,,-0.0515378931812072,NONE
участие,NOUN,,obj,Acc,Neut,Sing,Inan,-0.1316736112469471,NONE
в,ADP,,case,,,,,-0.0902087100351346,NONE
динамичных,ADJ,,acl,Loc,,Plur,,0.0966771397348809,NONE
",",PUNCT,,punct,,,,,0.4840235484233151,NONE
насыщенных,VERB,,conj,Loc,,Plur,,0.182623593829219,NONE
боевыми,ADJ,,amod,Ins,,Plur,,0.0953087818540695,NONE
действиями,NOUN,,obl,Ins,Neut,Plur,Inan,0.180597153897698,NONE
боях,NOUN,,nmod,Loc,Masc,Plur,Inan,0.004271219778539,NONE
с,ADP,,case,,,,,-0.0430518222258965,NONE
навыками,NOUN,,nmod,Ins,Masc,Plur,Inan,0.1834250053708079,NONE
",",PUNCT,,punct,,,,,0.0629532202509986,NONE
которые,PRON,,obj,Acc,,,,0.0476983764222129,NONE
можно,ADV,,acl:relcl,,,,,0.1013830561261143,NONE
объединить,VERB,,csubj,,,,,0.1062374409232849,NONE
с,ADP,,case,,,,,0.1030989899221068,NONE
помощью,NOUN,,fixed,Ins,Fem,Sing,Inan,0.1541228903702562,NONE
комбо,NOUN,,obl,Gen,Masc,Sing,Inan,0.1133408453797409,NONE
.,PUNCT,,punct,,,,,-0.3684542803914202,NONE
Протесты,NOUN,,nsubj,Nom,Masc,Plur,Inan,0.0872584538355288,NONE
",",PUNCT,,punct,,,,,0.0447819424034752,NONE
поводом,NOUN,,xcomp,Ins,Masc,Sing,Inan,-0.0609001793032977,NONE
для,ADP,,case,,,,,0.0226888597752131,NONE
которых,PRON,,nmod,Gen,,Plur,,-0.0451374042811022,NONE
послужила,VERB,,acl:relcl,,Fem,Sing,,-0.0185470064642745,NONE
гибель,NOUN,,nsubj,Nom,Fem,Sing,Inan,-0.0264434371076718,NONE
25,ADJ,,nmod,,,,,-0.0492538341720114,NONE
мая,NOUN,,flat,Gen,Masc,Sing,Inan,0.0706526574591906,NONE
Джорджа,PROPN,,nmod,Gen,Masc,Sing,Anim,0.0726638534953938,PER
Флойда,PROPN,,flat:name,Gen,Masc,Sing,Anim,0.0704757814452863,PER
",",PUNCT,,punct,,,,,0.6548223234304337,NONE
чернокожего,ADJ,,amod,Gen,Masc,Sing,,0.1526314861816301,NONE
мужчины,NOUN,,appos,Gen,Masc,Sing,Anim,0.0187619347632168,NONE
",",PUNCT,,punct,,,,,0.0501646960554811,NONE
который,PRON,,nsubj,Nom,Masc,Sing,,-0.0407446692435909,NONE
умер,VERB,,acl:relcl,,Masc,Sing,,-0.0186614898825921,NONE
в,ADP,,case,,,,,0.0393389512988129,NONE
Миннесоте,PROPN,,obl,Loc,Fem,Sing,Inan,0.0428042689149619,LOC
после,ADP,,case,,,,,0.0709321165096309,NONE
того,PRON,,obl,Gen,Neut,Sing,Inan,0.0039526437466304,NONE
",",PUNCT,,punct,,,,,5.282693760436512,NONE
как,SCONJ,,mark,,,,,0.0507078353872314,NONE
белый,ADJ,,amod,Nom,Masc,Sing,,0.0112316291417734,NONE
полицейский,NOUN,,nsubj,Nom,Masc,Sing,Anim,-0.0103002767070335,NONE
удерживал,VERB,,acl,,Masc,Sing,,0.0854845375722034,NONE
его,PRON,,obj,Acc,Masc,Sing,,0.0259259523959179,NONE
на,ADP,,case,,,,,0.0520557027187216,NONE
земле,NOUN,,obl,Loc,Fem,Sing,Inan,0.0088303680718197,NONE
",",PUNCT,,punct,,,,,0.0257497849099137,NONE
наступив,VERB,,advcl,,,,,0.0675157118017219,NONE
коленом,NOUN,,iobj,Ins,Neut,Sing,Inan,0.0072382917843353,NONE
на,ADP,,case,,,,,0.0064915699598795,NONE
шею,NOUN,,obl,Acc,Fem,Sing,Inan,-0.0025658487118485,NONE
",",PUNCT,,punct,,,,,0.0567331575575878,NONE
также,PART,,advmod,,,,,-0.0461434525792363,NONE
привлекли,VERB,,root,,,Plur,,-0.0362528004124113,NONE
внимание,NOUN,,obj,Acc,Neut,Sing,Inan,-0.1197251422608876,NONE
общественности,NOUN,,nmod,Gen,Fem,Sing,Inan,-0.0324390254949154,NONE
к,ADP,,case,,,,,-0.0409475976407649,NONE
другим,DET,,det,Dat,,Plur,,-0.0017687052771862,NONE
случаям,NOUN,,obl,Dat,Masc,Plur,Inan,0.0265744789935608,NONE
жестокости,NOUN,,nmod,Gen,Fem,Sing,Inan,0.0484259511376435,NONE
полицейских,NOUN,,nmod,Gen,Masc,Plur,Anim,0.1417081075895056,NONE
",",PUNCT,,punct,,,,,-0.0320467810662162,NONE
приведшей,VERB,,acl,Gen,Fem,Sing,,0.0612057202618279,NONE
к,ADP,,case,,,,,0.0629983852136529,NONE
смертельному,ADJ,,amod,Dat,Masc,Sing,,0.1280978175220182,NONE
исходу,NOUN,,obl,Dat,Masc,Sing,Inan,0.0586370209806973,NONE
.,PUNCT,,punct,,,,,0.1432762659343396,NONE
Певец,NOUN,,nsubj,Nom,Masc,Sing,Anim,0.0068291775666173,NONE
и,CCONJ,,cc,,,,,-0.2434744715458473,NONE
композитор,NOUN,,conj,Nom,Masc,Sing,Anim,0.0332026397879819,NONE
Зубин,PROPN,,appos,Nom,Masc,Sing,Anim,0.1377849598627626,PER
Гарг,PROPN,,flat:name,Nom,Masc,Sing,Anim,0.102572200727736,PER
",",PUNCT,,punct,,,,,-0.0715478858097641,NONE
сыгравший,VERB,,acl,Nom,Masc,Sing,,0.1903119196574511,NONE
ведущую,ADJ,,amod,Acc,Fem,Sing,,-0.0467851107640578,NONE
роль,NOUN,,obj,Acc,Fem,Sing,Inan,-0.0538400362281402,NONE
в,ADP,,case,,,,,0.1501287022097031,NONE
протестах,NOUN,,nmod,Loc,Masc,Plur,Inan,-0.0364759714576599,NONE
2019,ADJ,,amod,,,,,0.51989803363192,NONE
года,NOUN,,nmod,Gen,Masc,Sing,Inan,-0.2008779085992625,NONE
",",PUNCT,,punct,,,,,0.1247405124573839,NONE
также,ADV,,advmod,,,,,-0.1744568855713265,NONE
отдал,VERB,,root,,Masc,Sing,,0.0170281550795256,NONE
дань,NOUN,,obj,Acc,Fem,Sing,Inan,0.0412962587414882,NONE
уважения,NOUN,,nmod,Gen,Neut,Sing,Inan,-0.0675848310254409,NONE
в,ADP,,case,,,,,0.0655084104804994,NONE
программе,NOUN,,obl,Loc,Fem,Sing,Inan,-0.0498293504359215,NONE
",",PUNCT,,punct,,,,,0.0808044212981672,NONE
организованной,VERB,,acl,Loc,Fem,Sing,,-0.0819931346514732,NONE
AASU,PROPN,,flat:foreign,,,,,0.0593350301205069,ORG
.,PUNCT,,punct,,,,,-0.0964150323405126,NONE
Но,CCONJ,,cc,,,,,-0.0957179631011552,NONE
у,ADP,,case,,,,,-0.0688530738543264,NONE
нас,PRON,,obl,Gen,,Plur,,-0.206628045574181,NONE
есть,VERB,,root,,,Sing,,0.0669130345139187,NONE
философия,NOUN,,nsubj,Nom,Fem,Sing,Inan,0.1115806007829431,NONE
",",PUNCT,,punct,,,,,0.1734587072354818,NONE
что,SCONJ,,mark,,,,,-0.0101488327072571,NONE
если,SCONJ,,mark,,,,,0.0433478011166768,NONE
есть,VERB,,advcl,,,Sing,,0.0246484942427298,NONE
лучший,ADJ,,amod,Nom,Masc,Sing,,-0.05389993842109,NONE
продукт,NOUN,,nsubj,Nom,Masc,Sing,Inan,0.0697407301166509,NONE
там,ADV,,advmod,,,,,-0.1004797935431812,NONE
для,ADP,,case,,,,,0.1706400434867467,NONE
пользователя,NOUN,,obl,Gen,Masc,Sing,Anim,0.1025328294963254,NONE
",",PUNCT,,punct,,,,,0.2560559918580132,NONE
и,CCONJ,,cc,,,,,0.1323417469154343,NONE
мы,PRON,,nsubj,Nom,,Plur,,0.1392219492818618,NONE
считаем,VERB,,conj,,,Plur,,0.2546432949392903,NONE
",",PUNCT,,punct,,,,,0.4009646939945086,NONE
что,SCONJ,,mark,,,,,0.0798481630754564,NONE
интегрированное,VERB,,amod,Nom,Neut,Sing,,0.1362343067686011,NONE
решение,NOUN,,nsubj,Nom,Neut,Sing,Inan,-0.0449346910493941,NONE
движения,NOUN,,nmod,Gen,Neut,Sing,Inan,0.032594446215042,NONE
лучше,ADJ,,ccomp,,,,,0.0707359133717432,NONE
для,ADP,,case,,,,,-0.0360530081911305,NONE
пользователя,NOUN,,obl,Gen,Masc,Sing,Anim,0.0349341643339001,NONE
",",PUNCT,,punct,,,,,0.2387574004489582,NONE
мы,PRON,,nsubj,Nom,,Plur,,0.1586169075354101,NONE
должны,ADJ,,acl,,,Plur,,0.0834291197581273,NONE
быть,VERB,,xcomp,,,,,0.0588300044631641,NONE
те,DET,,det,Nom,,Plur,,0.0567891190202516,NONE
",",PUNCT,,punct,,,,,0.0898116329324128,NONE
которые,PRON,,nsubj,Nom,,,,0.176596866004522,NONE
конкурируют,VERB,,acl:relcl,,,Plur,,0.394302239102804,NONE
с,ADP,,case,,,,,0.2209268567140183,NONE
самим,ADJ,,amod,Ins,Masc,Sing,,0.0982562460505528,NONE
собой,PRON,,obl,Ins,,,,0.0323673984578628,NONE
против,ADP,,case,,,,,0.0068310560171257,NONE
других,ADJ,,obl,Gen,,Plur,,0.0813146816823817,NONE
делать,VERB,,xcomp,,,,,0.0170629492957145,NONE
это,PRON,,obj,Acc,Neut,Sing,Inan,0.0662828229596606,NONE
.,PUNCT,,punct,,,,,-0.141287828622641,NONE
Ремесло,NOUN,,nsubj,Nom,Neut,Sing,Inan,0.1519252318562899,NONE
-,PUNCT,,punct,,,,,0.192854900411025,NONE
Наслаждайтесь,VERB,,root,,,Plur,,0.1876168012978303,NONE
всеми,DET,,det,Ins,,Plur,,0.0406737559687689,NONE
аспектами,NOUN,,obl,Ins,Masc,Plur,Inan,0.2171455670103284,NONE
ремесла,NOUN,,nmod,Gen,Neut,Sing,Inan,-0.0188393729892873,NONE
в,ADP,,case,,,,,0.1349654968451012,NONE
Black,PROPN,,flat:foreign,,,,,-0.1830632995914435,NONE
Desert,PROPN,,flat:foreign,,,,,0.0188795387192144,NONE
:,PUNCT,,punct,,,,,0.0544169012002044,NONE
инструменты,NOUN,,parataxis,Nom,Masc,Plur,Inan,0.0919805280030275,NONE
",",PUNCT,,punct,,,,,0.1516989240679095,NONE
оружие,NOUN,,conj,Nom,Neut,Sing,Inan,-0.0207006704815074,NONE
",",PUNCT,,punct,,,,,0.1415856838043992,NONE
броня,NOUN,,conj,Nom,Fem,Sing,Inan,0.0630307678837266,NONE
",",PUNCT,,punct,,,,,0.208508937639488,NONE
украшения,NOUN,,conj,Nom,Neut,Plur,Inan,0.0841430740776979,NONE
",",PUNCT,,punct,,,,,0.0017241585242418,NONE
лодки,NOUN,,conj,Nom,Fem,Plur,Inan,0.223331442444643,NONE
",",PUNCT,,punct,,,,,-0.0083913858302412,NONE
костюмы,NOUN,,conj,Nom,Masc,Plur,Inan,0.1120241266867579,NONE
",",PUNCT,,punct,,,,,0.0154301187657983,NONE
наряды,NOUN,,conj,Nom,Masc,Plur,Inan,0.1611728675817533,NONE
и,CCONJ,,cc,,,,,-0.0618878689846306,NONE
многое,NOUN,,conj,Nom,Neut,Sing,Inan,0.1504751771970064,NONE
другое,ADJ,,amod,Nom,Neut,Sing,,0.1659884631460079,NONE
.,PUNCT,,punct,,,,,-0.4098806366117289,NONE
Эта,DET,,det,Nom,Fem,Sing,,0.4669735379698282,NONE
необычная,ADJ,,amod,Nom,Fem,Sing,,0.0808159827070971,NONE
одиссея,NOUN,,nsubj,Nom,Fem,Sing,Inan,-0.0657359534089593,NONE
",",PUNCT,,punct,,,,,0.0016453621572414,NONE
межпланетный,ADJ,,amod,Nom,Masc,Sing,,0.0808745766516635,NONE
эквивалент,NOUN,,appos,Nom,Masc,Sing,Inan,0.0870572495723065,NONE
отправки,NOUN,,nmod,Gen,Fem,Sing,Inan,0.2063500419620783,NONE
углей,NOUN,,nmod,Gen,Masc,Plur,Inan,-0.0678713228458858,NONE
в,ADP,,case,,,,,0.1034449174803088,NONE
Ньюкасл,PROPN,,nmod,Acc,Masc,Sing,Inan,0.0812412739685615,LOC
",",PUNCT,,punct,,,,,0.0308096636602405,NONE
станет,VERB,,root,,,Sing,,-0.0274166793453039,NONE
ключевой,ADJ,,amod,Ins,Fem,Sing,,0.0180142080872763,NONE
частью,NOUN,,obl,Ins,Fem,Sing,Inan,-0.1076703759748348,NONE
предстоящей,ADJ,,amod,Gen,Fem,Sing,,0.0507720455334877,NONE
экспедиции,NOUN,,nmod,Gen,Fem,Sing,Inan,0.1407714848468585,NONE
НАСА,PROPN,,nmod,Gen,Fem,Sing,Inan,0.1729494663299557,ORG
на,ADP,,case,,,,,0.2723053206894548,NONE
Марс-2020,PROPN,,nmod,Acc,Masc,Sing,Inan,-0.0079758167553304,LOC
.,PUNCT,,punct,,,,,-0.0363029766758858,NONE
Номинально,ADV,,parataxis,,,,,0.0484935795919218,NONE
",",PUNCT,,punct,,,,,0.0375203155791016,NONE
эти,DET,,det,Nom,,Plur,,0.1879643965685526,NONE
виды,NOUN,,nsubj,Nom,Masc,Plur,Inan,-0.0954590024671968,NONE
спорта,NOUN,,nmod,Gen,Masc,Sing,Inan,-0.0360484090078635,NONE
противоположны,ADJ,,root,,,Plur,,0.1790702374791383,NONE
",",PUNCT,,punct,,,,,0.2043274008207861,NONE
но,CCONJ,,cc,,,,,-0.0061655389500026,NONE
они,PRON,,nsubj,Nom,,Plur,,0.0551468796082696,NONE
сравнимы,ADJ,,conj,,,Plur,,0.0094436991110936,NONE
по,ADP,,case,,,,,-0.1424076627654739,NONE
силе,NOUN,,obl,Dat,Fem,Sing,Inan,0.070896524599347,NONE
тренировок,NOUN,,nmod,Gen,Fem,Plur,Inan,0.1239598633135799,NONE
и,CCONJ,,cc,,,,,-0.1371379691177096,NONE
самоотдаче,NOUN,,conj,Dat,Fem,Sing,Inan,0.1672956868851799,NONE
",",PUNCT,,punct,,,,,-0.1332934667782622,NONE
необходимые,ADJ,,amod,Nom,,Plur,,-0.2618240551872984,NONE
для,ADP,,case,,,,,-0.2983185015014779,NONE
успеха,NOUN,,obl,Gen,Masc,Sing,Inan,-0.0056750841651909,NONE
.,PUNCT,,punct,,,,,-0.704919438305152,NONE
Такие,DET,,root,Nom,,Plur,,-0.6338482505267425,NONE
",",PUNCT,,punct,,,,,-0.0177903317074553,NONE
как,SCONJ,,mark,,,,,-0.2352108447939736,NONE
Секстон,PROPN,,obl,Nom,Masc,Sing,Anim,-0.2083300106652618,PER
.,PUNCT,,punct,,,,,0.3044546390616138,NONE
.,PUNCT,,punct,,,,,0.5461315429194004,NONE
.,PUNCT,,punct,,,,,0.0175455360888584,NONE
Это,PRON,,nsubj,Nom,Neut,Sing,Inan,-0.0050621227535187,NONE
смелое,ADJ,,amod,Nom,Neut,Sing,,0.0566452164840842,NONE
